Name,Template,Reference,Type
vnd.wv.ssp+xml,application/vnd.wv.ssp+xml,[John_Ingi_Ingimundarson],application
vnd.xacml+json,application/vnd.xacml+json,[David_Brossard],application
vnd.xara,application/vnd.xara,[David_Matthewman],application
vnd.xfdl,application/vnd.xfdl,[Dave_Manning],application
vnd.xfdl.webform,application/vnd.xfdl.webform,[Michael_Mansell],application
vnd.xmi+xml,application/vnd.xmi+xml,[Fred_Waskiewicz],application
vnd.xmpie.cpkg,application/vnd.xmpie.cpkg,[Reuven_Sherwin],application
vnd.xmpie.dpkg,application/vnd.xmpie.dpkg,[Reuven_Sherwin],application
vnd.xmpie.plan,application/vnd.xmpie.plan,[Reuven_Sherwin],application
vnd.xmpie.ppkg,application/vnd.xmpie.ppkg,[Reuven_Sherwin],application
vnd.xmpie.xlim,application/vnd.xmpie.xlim,[Reuven_Sherwin],application
vnd.yamaha.hv-dic,application/vnd.yamaha.hv-dic,[Tomohiro_Yamamoto],application
vnd.yamaha.hv-script,application/vnd.yamaha.hv-script,[Tomohiro_Yamamoto],application
vnd.yamaha.hv-voice,application/vnd.yamaha.hv-voice,[Tomohiro_Yamamoto],application
vnd.yamaha.openscoreformat.osfpvg+xml,application/vnd.yamaha.openscoreformat.osfpvg+xml,[Mark_Olleson],application
vnd.yamaha.openscoreformat,application/vnd.yamaha.openscoreformat,[Mark_Olleson],application
vnd.yamaha.remote-setup,application/vnd.yamaha.remote-setup,[Takehiro_Sukizaki],application
vnd.yamaha.smaf-audio,application/vnd.yamaha.smaf-audio,[Keiichi_Shinoda],application
vnd.yamaha.smaf-phrase,application/vnd.yamaha.smaf-phrase,[Keiichi_Shinoda],application
vnd.yamaha.through-ngn,application/vnd.yamaha.through-ngn,[Takehiro_Sukizaki],application
vnd.yamaha.tunnel-udpencap,application/vnd.yamaha.tunnel-udpencap,[Takehiro_Sukizaki],application
vnd.yaoweme,application/vnd.yaoweme,[Jens_Jorgensen],application
vnd.yellowriver-custom-menu,application/vnd.yellowriver-custom-menu,[Mr._Yellow],application
vnd.zul,application/vnd.zul,[Rene_Grothmann],application
vnd.zzazz.deck+xml,application/vnd.zzazz.deck+xml,[Micheal_Hewett],application
voicexml+xml,application/voicexml+xml,[RFC4267],application
voucher-cms+json,application/voucher-cms+json,[RFC8366],application
vq-rtcpxr,application/vq-rtcpxr,[RFC6035],application
wasm,application/wasm,[W3C][Eric_Prudhommeaux],application
watcherinfo+xml,application/watcherinfo+xml,[RFC3858],application
webpush-options+json,application/webpush-options+json,[RFC8292],application
whoispp-query,application/whoispp-query,[RFC2957],application
whoispp-response,application/whoispp-response,[RFC2958],application
widget,application/widget,[W3C][Steven_Pemberton][W3C-Widgets-2012],application
wita,application/wita,[Larry_Campbell],application
wordperfect5.1,application/wordperfect5.1,[Paul_Lindner],application
wsdl+xml,application/wsdl+xml,[W3C],application
wspolicy+xml,application/wspolicy+xml,[W3C],application
x-pki-message,application/x-pki-message,[RFC8894],application
x-www-form-urlencoded,application/x-www-form-urlencoded,[WHATWG][Anne_van_Kesteren],application
x-x509-ca-cert,application/x-x509-ca-cert,[RFC8894],application
x-x509-ca-ra-cert,application/x-x509-ca-ra-cert,[RFC8894],application
x-x509-next-ca-cert,application/x-x509-next-ca-cert,[RFC8894],application
x400-bp,application/x400-bp,[RFC1494],application
xacml+xml,application/xacml+xml,[RFC7061],application
xcap-att+xml,application/xcap-att+xml,[RFC4825],application
xcap-caps+xml,application/xcap-caps+xml,[RFC4825],application
xcap-diff+xml,application/xcap-diff+xml,[RFC5874],application
xcap-el+xml,application/xcap-el+xml,[RFC4825],application
xcap-error+xml,application/xcap-error+xml,[RFC4825],application
xcap-ns+xml,application/xcap-ns+xml,[RFC4825],application
xcon-conference-info-diff+xml,application/xcon-conference-info-diff+xml,[RFC6502],application
xcon-conference-info+xml,application/xcon-conference-info+xml,[RFC6502],application
xenc+xml,application/xenc+xml,[Joseph_Reagle][XENC_Working_Group],application
xhtml+xml,application/xhtml+xml,[W3C][Robin_Berjon],application
xliff+xml,application/xliff+xml,[OASIS][Chet_Ensign],application
xml,application/xml,[RFC7303],application
xml-dtd,application/xml-dtd,[RFC7303],application
xml-external-parsed-entity,application/xml-external-parsed-entity,[RFC7303],application
xml-patch+xml,application/xml-patch+xml,[RFC7351],application
xmpp+xml,application/xmpp+xml,[RFC3923],application
xop+xml,application/xop+xml,[Mark_Nottingham],application
xslt+xml,application/xslt+xml,[W3C][http://www.w3.org/TR/2007/REC-xslt20-20070123/#media-type-registration],application
xv+xml,application/xv+xml,[RFC4374],application
yang,application/yang,[RFC6020],application
yang-data+json,application/yang-data+json,[RFC8040],application
yang-data+xml,application/yang-data+xml,[RFC8040],application
yang-patch+json,application/yang-patch+json,[RFC8072],application
yang-patch+xml,application/yang-patch+xml,[RFC8072],application
yin+xml,application/yin+xml,[RFC6020],application
zip,application/zip,[Paul_Lindner],application
zlib,application/zlib,[RFC6713],application
zstd,application/zstd,[RFC8878],application
1d-interleaved-parityfec,audio/1d-interleaved-parityfec,[RFC6015],audio
32kadpcm,audio/32kadpcm,[RFC3802][RFC2421],audio
3gpp,audio/3gpp,[RFC3839][RFC6381],audio
3gpp2,audio/3gpp2,[RFC4393][RFC6381],audio
aac,audio/aac,[ISO-IEC_JTC1][Max_Neuendorf],audio
ac3,audio/ac3,[RFC4184],audio
AMR,audio/AMR,[RFC4867],audio
AMR-WB,audio/AMR-WB,[RFC4867],audio
amr-wb+,audio/amr-wb+,[RFC4352],audio
aptx,audio/aptx,[RFC7310],audio
asc,audio/asc,[RFC6295],audio
ATRAC-ADVANCED-LOSSLESS,audio/ATRAC-ADVANCED-LOSSLESS,[RFC5584],audio
ATRAC-X,audio/ATRAC-X,[RFC5584],audio
ATRAC3,audio/ATRAC3,[RFC5584],audio
basic,audio/basic,[RFC2045][RFC2046],audio
BV16,audio/BV16,[RFC4298],audio
BV32,audio/BV32,[RFC4298],audio
clearmode,audio/clearmode,[RFC4040],audio
CN,audio/CN,[RFC3389],audio
DAT12,audio/DAT12,[RFC3190],audio
dls,audio/dls,[RFC4613],audio
dsr-es201108,audio/dsr-es201108,[RFC3557],audio
dsr-es202050,audio/dsr-es202050,[RFC4060],audio
dsr-es202211,audio/dsr-es202211,[RFC4060],audio
dsr-es202212,audio/dsr-es202212,[RFC4060],audio
DV,audio/DV,[RFC6469],audio
DVI4,audio/DVI4,[RFC4856],audio
eac3,audio/eac3,[RFC4598],audio
encaprtp,audio/encaprtp,[RFC6849],audio
EVRC,audio/EVRC,[RFC4788],audio
EVRC-QCP,audio/EVRC-QCP,[RFC3625],audio
EVRC0,audio/EVRC0,[RFC4788],audio
EVRC1,audio/EVRC1,[RFC4788],audio
EVRCB,audio/EVRCB,[RFC5188],audio
EVRCB0,audio/EVRCB0,[RFC5188],audio
EVRCB1,audio/EVRCB1,[RFC4788],audio
EVRCNW,audio/EVRCNW,[RFC6884],audio
EVRCNW0,audio/EVRCNW0,[RFC6884],audio
EVRCNW1,audio/EVRCNW1,[RFC6884],audio
EVRCWB,audio/EVRCWB,[RFC5188],audio
EVRCWB0,audio/EVRCWB0,[RFC5188],audio
EVRCWB1,audio/EVRCWB1,[RFC5188],audio
EVS,audio/EVS,[_3GPP][Kyunghun_Jung],audio
example,audio/example,[RFC4735],audio
flexfec,audio/flexfec,[RFC8627],audio
fwdred,audio/fwdred,[RFC6354],audio
G711-0,audio/G711-0,[RFC7655],audio
G719,audio/G719,[RFC5404][RFC Errata 3245],audio
G7221,audio/G7221,[RFC5577],audio
G722,audio/G722,[RFC4856],audio
G723,audio/G723,[RFC4856],audio
G726-16,audio/G726-16,[RFC4856],audio
G726-24,audio/G726-24,[RFC4856],audio
G726-32,audio/G726-32,[RFC4856],audio
G726-40,audio/G726-40,[RFC4856],audio
G728,audio/G728,[RFC4856],audio
G729,audio/G729,[RFC4856],audio
G7291,audio/G7291,[RFC4749][RFC5459],audio
G729D,audio/G729D,[RFC4856],audio
G729E,audio/G729E,[RFC4856],audio
GSM,audio/GSM,[RFC4856],audio
GSM-EFR,audio/GSM-EFR,[RFC4856],audio
GSM-HR-08,audio/GSM-HR-08,[RFC5993],audio
iLBC,audio/iLBC,[RFC3952],audio
ip-mr_v2.5,audio/ip-mr_v2.5,[RFC6262],audio
L8,audio/L8,[RFC4856],audio
L16,audio/L16,[RFC4856],audio
L20,audio/L20,[RFC3190],audio
L24,audio/L24,[RFC3190],audio
LPC,audio/LPC,[RFC4856],audio
MELP,audio/MELP,[RFC8130],audio
MELP600,audio/MELP600,[RFC8130],audio
MELP1200,audio/MELP1200,[RFC8130],audio
MELP2400,audio/MELP2400,[RFC8130],audio
mhas,audio/mhas,[ISO-IEC_JTC1][Nils_Peters][Ingo_Hofmann],audio
mobile-xmf,audio/mobile-xmf,[RFC4723],audio
MPA,audio/MPA,[RFC3555],audio
mp4,audio/mp4,[RFC4337][RFC6381],audio
MP4A-LATM,audio/MP4A-LATM,[RFC6416],audio
mpa-robust,audio/mpa-robust,[RFC5219],audio
mpeg,audio/mpeg,[RFC3003],audio
mpeg4-generic,audio/mpeg4-generic,[RFC3640][RFC5691][RFC6295],audio
ogg,audio/ogg,[RFC5334][RFC7845],audio
opus,audio/opus,[RFC7587],audio
parityfec,audio/parityfec,[RFC3009],audio
PCMA,audio/PCMA,[RFC4856],audio
PCMA-WB,audio/PCMA-WB,[RFC5391],audio
PCMU,audio/PCMU,[RFC4856],audio
PCMU-WB,audio/PCMU-WB,[RFC5391],audio
prs.sid,audio/prs.sid,[Linus_Walleij],audio
QCELP,,[RFC3555][RFC3625],audio
raptorfec,audio/raptorfec,[RFC6682],audio
RED,audio/RED,[RFC3555],audio
rtp-enc-aescm128,audio/rtp-enc-aescm128,[_3GPP],audio
rtploopback,audio/rtploopback,[RFC6849],audio
rtp-midi,audio/rtp-midi,[RFC6295],audio
rtx,audio/rtx,[RFC4588],audio
scip,audio/scip,[SCIP][Michael_Faller][Daniel_Hanson],audio
SMV,audio/SMV,[RFC3558],audio
SMV0,audio/SMV0,[RFC3558],audio
SMV-QCP,audio/SMV-QCP,[RFC3625],audio
sofa,audio/sofa,[AES][Piotr_Majdak],audio
sp-midi,audio/sp-midi,[Timo_Kosonen][Tom_White],audio
speex,audio/speex,[RFC5574],audio
t140c,audio/t140c,[RFC4351],audio
t38,audio/t38,[RFC4612],audio
telephone-event,audio/telephone-event,[RFC4733],audio
TETRA_ACELP,audio/TETRA_ACELP,[ETSI][Miguel_Angel_Reina_Ortega],audio
TETRA_ACELP_BB,audio/TETRA_ACELP_BB,[ETSI][Miguel_Angel_Reina_Ortega],audio
tone,audio/tone,[RFC4733],audio
TSVCIS,audio/TSVCIS,[RFC8817],audio
UEMCLIP,audio/UEMCLIP,[RFC5686],audio
ulpfec,audio/ulpfec,[RFC5109],audio
usac,audio/usac,[ISO-IEC_JTC1][Max_Neuendorf],audio
VDVI,audio/VDVI,[RFC4856],audio
VMR-WB,audio/VMR-WB,[RFC4348][RFC4424],audio
vnd.3gpp.iufp,audio/vnd.3gpp.iufp,[Thomas_Belling],audio
vnd.4SB,audio/vnd.4SB,[Serge_De_Jaham],audio
vnd.audiokoz,audio/vnd.audiokoz,[Vicki_DeBarros],audio
vnd.CELP,audio/vnd.CELP,[Serge_De_Jaham],audio
vnd.cisco.nse,audio/vnd.cisco.nse,[Rajesh_Kumar],audio
vnd.cmles.radio-events,audio/vnd.cmles.radio-events,[Jean-Philippe_Goulet],audio
vnd.cns.anp1,audio/vnd.cns.anp1,[Ann_McLaughlin],audio
vnd.cns.inf1,audio/vnd.cns.inf1,[Ann_McLaughlin],audio
vnd.dece.audio,audio/vnd.dece.audio,[Michael_A_Dolan],audio
vnd.digital-winds,audio/vnd.digital-winds,[Armands_Strazds],audio
vnd.dlna.adts,audio/vnd.dlna.adts,[Edwin_Heredia],audio
vnd.dolby.heaac.1,audio/vnd.dolby.heaac.1,[Steve_Hattersley],audio
vnd.dolby.heaac.2,audio/vnd.dolby.heaac.2,[Steve_Hattersley],audio
vnd.dolby.mlp,audio/vnd.dolby.mlp,[Mike_Ward],audio
vnd.dolby.mps,audio/vnd.dolby.mps,[Steve_Hattersley],audio
vnd.dolby.pl2,audio/vnd.dolby.pl2,[Steve_Hattersley],audio
vnd.dolby.pl2x,audio/vnd.dolby.pl2x,[Steve_Hattersley],audio
vnd.dolby.pl2z,audio/vnd.dolby.pl2z,[Steve_Hattersley],audio
vnd.dolby.pulse.1,audio/vnd.dolby.pulse.1,[Steve_Hattersley],audio
vnd.dra,audio/vnd.dra,[Jiang_Tian],audio
vnd.dts,audio/vnd.dts,[William_Zou],audio
vnd.dts.hd,audio/vnd.dts.hd,[William_Zou],audio
vnd.dts.uhd,audio/vnd.dts.uhd,[Phillip_Maness],audio
vnd.dvb.file,audio/vnd.dvb.file,[Peter_Siebert],audio
vnd.everad.plj,audio/vnd.everad.plj,[Shay_Cicelsky],audio
vnd.hns.audio,audio/vnd.hns.audio,[Swaminathan],audio
vnd.lucent.voice,audio/vnd.lucent.voice,[Greg_Vaudreuil],audio
vnd.ms-playready.media.pya,audio/vnd.ms-playready.media.pya,[Steve_DiAcetis],audio
vnd.nokia.mobile-xmf,audio/vnd.nokia.mobile-xmf,[Nokia],audio
vnd.nortel.vbk,audio/vnd.nortel.vbk,[Glenn_Parsons],audio
vnd.nuera.ecelp4800,audio/vnd.nuera.ecelp4800,[Michael_Fox],audio
vnd.nuera.ecelp7470,audio/vnd.nuera.ecelp7470,[Michael_Fox],audio
vnd.nuera.ecelp9600,audio/vnd.nuera.ecelp9600,[Michael_Fox],audio
vnd.octel.sbc,audio/vnd.octel.sbc,[Greg_Vaudreuil],audio
vnd.presonus.multitrack,audio/vnd.presonus.multitrack,[Matthias_Juwan],audio
vnd.rhetorex.32kadpcm,audio/vnd.rhetorex.32kadpcm,[Greg_Vaudreuil],audio
vnd.rip,audio/vnd.rip,[Martin_Dawe],audio
vnd.sealedmedia.softseal.mpeg,audio/vnd.sealedmedia.softseal.mpeg,[David_Petersen],audio
vnd.vmx.cvsd,audio/vnd.vmx.cvsd,[Greg_Vaudreuil],audio
vorbis,audio/vorbis,[RFC5215],audio
vorbis-config,audio/vorbis-config,[RFC5215],audio
collection,font/collection,[RFC8081],font
otf,font/otf,[RFC8081],font
sfnt,font/sfnt,[RFC8081],font
ttf,font/ttf,[RFC8081],font
woff,font/woff,[RFC8081],font
woff2,font/woff2,[RFC8081],font
aces,image/aces,[SMPTE][Howard_Lukk],image
avci,image/avci,[ISO-IEC_JTC1][David_Singer],image
avcs,image/avcs,[ISO-IEC_JTC1][David_Singer],image
avif,image/avif,[Alliance_for_Open_Media][Cyril_Concolato],image
bmp,image/bmp,[RFC7903],image
cgm,image/cgm,[Alan_Francis],image
dicom-rle,image/dicom-rle,[DICOM_Standards_Committee][David_Clunie],image
emf,image/emf,[RFC7903],image
example,image/example,[RFC4735],image
fits,image/fits,[RFC4047],image
g3fax,image/g3fax,[RFC1494],image
gif,,[RFC2045][RFC2046],image
heic,image/heic,[ISO-IEC_JTC1][David_Singer],image
heic-sequence,image/heic-sequence,[ISO-IEC_JTC1][David_Singer],image
heif,image/heif,[ISO-IEC_JTC1][David_Singer],image
heif-sequence,image/heif-sequence,[ISO-IEC_JTC1][David_Singer],image
hej2k,image/hej2k,[ISO-IEC_JTC1][ITU-T],image
hsj2,image/hsj2,[ISO-IEC_JTC1][ITU-T],image
ief,,[RFC1314],image
jls,image/jls,[DICOM_Standards_Committee][David_Clunie],image
jp2,image/jp2,[RFC3745],image
jpeg,,[RFC2045][RFC2046],image
jph,image/jph,[ISO-IEC_JTC1][ITU-T],image
jphc,image/jphc,[ISO-IEC_JTC1][ITU-T],image
jpm,image/jpm,[RFC3745],image
jpx,image/jpx,[RFC3745],image
jxr,image/jxr,[ISO-IEC_JTC1][ITU-T],image
jxrA,image/jxrA,[ISO-IEC_JTC1][ITU-T],image
jxrS,image/jxrS,[ISO-IEC_JTC1][ITU-T],image
jxs,image/jxs,[ISO-IEC_JTC1],image
jxsc,image/jxsc,[ISO-IEC_JTC1],image
jxsi,image/jxsi,[ISO-IEC_JTC1],image
jxss,image/jxss,[ISO-IEC_JTC1],image
ktx,image/ktx,[Khronos][Mark_Callow],image
ktx2,image/ktx2,[Khronos][Mark_Callow],image
naplps,image/naplps,[Ilya_Ferber],image
png,image/png,[Glenn_Randers-Pehrson],image
prs.btif,image/prs.btif,[Ben_Simon],image
prs.pti,image/prs.pti,[Juern_Laun],image
pwg-raster,image/pwg-raster,[Michael_Sweet],image
svg+xml,image/svg+xml,[W3C][http://www.w3.org/TR/SVG/mimereg.html],image
t38,image/t38,[RFC3362],image
tiff,image/tiff,[RFC3302],image
tiff-fx,image/tiff-fx,[RFC3950],image
vnd.adobe.photoshop,image/vnd.adobe.photoshop,[Kim_Scarborough],image
vnd.airzip.accelerator.azv,image/vnd.airzip.accelerator.azv,[Gary_Clueit],image
vnd.cns.inf2,image/vnd.cns.inf2,[Ann_McLaughlin],image
vnd.dece.graphic,image/vnd.dece.graphic,[Michael_A_Dolan],image
vnd.djvu,image/vnd.djvu,[Leon_Bottou],image
vnd.dwg,image/vnd.dwg,[Jodi_Moline],image
vnd.dxf,image/vnd.dxf,[Jodi_Moline],image
vnd.dvb.subtitle,image/vnd.dvb.subtitle,[Peter_Siebert][Michael_Lagally],image
vnd.fastbidsheet,image/vnd.fastbidsheet,[Scott_Becker],image
vnd.fpx,image/vnd.fpx,[Marc_Douglas_Spencer],image
vnd.fst,image/vnd.fst,[Arild_Fuldseth],image
vnd.fujixerox.edmics-mmr,image/vnd.fujixerox.edmics-mmr,[Masanori_Onda],image
vnd.fujixerox.edmics-rlc,image/vnd.fujixerox.edmics-rlc,[Masanori_Onda],image
vnd.globalgraphics.pgb,image/vnd.globalgraphics.pgb,[Martin_Bailey],image
vnd.microsoft.icon,image/vnd.microsoft.icon,[Simon_Butcher],image
vnd.mix,image/vnd.mix,[Saveen_Reddy],image
vnd.ms-modi,image/vnd.ms-modi,[Gregory_Vaughan],image
vnd.mozilla.apng,image/vnd.mozilla.apng,[Stuart_Parmenter],image
vnd.net-fpx,image/vnd.net-fpx,[Marc_Douglas_Spencer],image
vnd.pco.b16,image/vnd.pco.b16,[PCO_AG][Jan_Zeman],image
vnd.radiance,image/vnd.radiance,[Randolph_Fritz][Greg_Ward],image
vnd.sealed.png,image/vnd.sealed.png,[David_Petersen],image
vnd.sealedmedia.softseal.gif,image/vnd.sealedmedia.softseal.gif,[David_Petersen],image
vnd.sealedmedia.softseal.jpg,image/vnd.sealedmedia.softseal.jpg,[David_Petersen],image
vnd.svf,image/vnd.svf,[Jodi_Moline],image
vnd.tencent.tap,image/vnd.tencent.tap,[Ni_Hui],image
vnd.valve.source.texture,image/vnd.valve.source.texture,[Henrik_Andersson],image
vnd.wap.wbmp,image/vnd.wap.wbmp,[Peter_Stark],image
vnd.xiff,image/vnd.xiff,[Steven_Martin],image
vnd.zbrush.pcx,image/vnd.zbrush.pcx,[Chris_Charabaruk],image
wmf,image/wmf,[RFC7903],image
CPIM,message/CPIM,[RFC3862],message
delivery-status,message/delivery-status,[RFC1894],message
disposition-notification,message/disposition-notification,[RFC8098],message
example,message/example,[RFC4735],message
external-body,,[RFC2045][RFC2046],message
feedback-report,message/feedback-report,[RFC5965],message
global,message/global,[RFC6532],message
global-delivery-status,message/global-delivery-status,[RFC6533],message
global-disposition-notification,message/global-disposition-notification,[RFC6533],message
global-headers,message/global-headers,[RFC6533],message
http,message/http,[RFC7230],message
imdn+xml,message/imdn+xml,[RFC5438],message
partial,,[RFC2045][RFC2046],message
rfc822,,[RFC2045][RFC2046],message
s-http,message/s-http,[RFC2660],message
sip,message/sip,[RFC3261],message
sipfrag,message/sipfrag,[RFC3420],message
tracking-status,message/tracking-status,[RFC3886],message
vnd.wfa.wsc,message/vnd.wfa.wsc,[Mick_Conley],message
3mf,model/3mf,[http://www.3mf.io/specification][_3MF][Michael_Sweet],model
e57,model/e57,[ASTM],model
example,model/example,[RFC4735],model
gltf-binary,model/gltf-binary,[Khronos][Saurabh_Bhatia],model
gltf+json,model/gltf+json,[Khronos][Uli_Klumpp],model
iges,model/iges,[Curtis_Parks],model
mesh,,[RFC2077],model
mtl,model/mtl,[DICOM_Standards_Committee][Luiza_Kowalczyk],model
obj,model/obj,[DICOM_Standards_Committee][Luiza_Kowalczyk],model
stl,model/stl,[DICOM_Standards_Committee][Lisa_Spellman],model
vnd.collada+xml,model/vnd.collada+xml,[James_Riordon],model
vnd.dwf,model/vnd.dwf,[Jason_Pratt],model
vnd.flatland.3dml,model/vnd.flatland.3dml,[Michael_Powers],model
vnd.gdl,model/vnd.gdl,[Attila_Babits],model
vnd.gs-gdl,model/vnd.gs-gdl,[Attila_Babits],model
vnd.gtw,model/vnd.gtw,[Yutaka_Ozaki],model
vnd.moml+xml,model/vnd.moml+xml,[Christopher_Brooks],model
vnd.mts,model/vnd.mts,[Boris_Rabinovitch],model
vnd.opengex,model/vnd.opengex,[Eric_Lengyel],model
vnd.parasolid.transmit.binary,model/vnd.parasolid.transmit.binary,[Parasolid],model
vnd.parasolid.transmit.text,model/vnd.parasolid.transmit.text,[Parasolid],model
vnd.pytha.pyox,model/vnd.pytha.pyox,[Daniel_Flassig],model
vnd.rosette.annotated-data-model,model/vnd.rosette.annotated-data-model,[Benson_Margulies],model
vnd.sap.vds,model/vnd.sap.vds,[SAP_SE][Igor_Afanasyev],model
vnd.usdz+zip,model/vnd.usdz+zip,[Sebastian_Grassia],model
vnd.valve.source.compiled-map,model/vnd.valve.source.compiled-map,[Henrik_Andersson],model
vnd.vtu,model/vnd.vtu,[Boris_Rabinovitch],model
vrml,,[RFC2077],model
x3d-vrml,model/x3d-vrml,[Web3D][Web3D_X3D],model
x3d+fastinfoset,model/x3d+fastinfoset,[Web3D_X3D],model
x3d+xml,model/x3d+xml,[Web3D][Web3D_X3D],model
alternative,,[RFC2046][RFC2045],multipart
appledouble,multipart/appledouble,[Patrik_Faltstrom],multipart
byteranges,multipart/byteranges,[RFC7233],multipart
digest,,[RFC2046][RFC2045],multipart
encrypted,multipart/encrypted,[RFC1847],multipart
example,multipart/example,[RFC4735],multipart
form-data,multipart/form-data,[RFC7578],multipart
header-set,multipart/header-set,[Dave_Crocker],multipart
mixed,,[RFC2046][RFC2045],multipart
multilingual,multipart/multilingual,[RFC8255],multipart
parallel,,[RFC2046][RFC2045],multipart
related,multipart/related,[RFC2387],multipart
report,multipart/report,[RFC6522],multipart
signed,multipart/signed,[RFC1847],multipart
vnd.bint.med-plus,multipart/vnd.bint.med-plus,[Heinz-Peter_Schütz],multipart
voice-message,multipart/voice-message,[RFC3801],multipart
x-mixed-replace,multipart/x-mixed-replace,[W3C][Robin_Berjon],multipart
1d-interleaved-parityfec,text/1d-interleaved-parityfec,[RFC6015],text
cache-manifest,text/cache-manifest,[W3C][Robin_Berjon],text
calendar,text/calendar,[RFC5545],text
cql,text/cql,[HL7][Bryn_Rhodes],text
cql-expression,text/cql-expression,[HL7][Bryn_Rhodes],text
cql-identifier,text/cql-identifier,[HL7][Bryn_Rhodes],text
css,text/css,[RFC2318],text
csv,text/csv,[RFC4180][RFC7111],text
csv-schema,text/csv-schema,[National_Archives_UK][David_Underdown],text
dns,text/dns,[RFC4027],text
encaprtp,text/encaprtp,[RFC6849],text
enriched,,[RFC1896],text
example,text/example,[RFC4735],text
fhirpath,text/fhirpath,[HL7][Bryn_Rhodes],text
flexfec,text/flexfec,[RFC8627],text
fwdred,text/fwdred,[RFC6354],text
gff3,text/gff3,[Sequence_Ontology],text
grammar-ref-list,text/grammar-ref-list,[RFC6787],text
html,text/html,[W3C][Robin_Berjon],text
jcr-cnd,text/jcr-cnd,[Peeter_Piegaze],text
markdown,text/markdown,[RFC7763],text
mizar,text/mizar,[Jesse_Alama],text
n3,text/n3,[W3C][Eric_Prudhommeaux],text
parameters,text/parameters,[RFC7826],text
parityfec,text/parityfec,[RFC3009],text
plain,,[RFC2046][RFC3676][RFC5147],text
provenance-notation,text/provenance-notation,[W3C][Ivan_Herman],text
prs.fallenstein.rst,text/prs.fallenstein.rst,[Benja_Fallenstein],text
prs.lines.tag,text/prs.lines.tag,[John_Lines],text
prs.prop.logic,text/prs.prop.logic,[Hans-Dieter_A._Hiep],text
raptorfec,text/raptorfec,[RFC6682],text
RED,text/RED,[RFC4102],text
rfc822-headers,text/rfc822-headers,[RFC6522],text
richtext,,[RFC2045][RFC2046],text
rtf,text/rtf,[Paul_Lindner],text
rtp-enc-aescm128,text/rtp-enc-aescm128,[_3GPP],text
rtploopback,text/rtploopback,[RFC6849],text
rtx,text/rtx,[RFC4588],text
SGML,text/SGML,[RFC1874],text
shaclc,text/shaclc,[W3C_SHACL_Community_Group][Vladimir_Alexiev],text
shex,text/shex,[W3C][Eric_Prudhommeaux],text
spdx,text/spdx,[Linux_Foundation][Rose_Judge],text
strings,text/strings,[IEEE-ISTO-PWG-PPP],text
t140,text/t140,[RFC4103],text
tab-separated-values,text/tab-separated-values,[Paul_Lindner],text
troff,text/troff,[RFC4263],text
turtle,text/turtle,[W3C][Eric_Prudhommeaux],text
ulpfec,text/ulpfec,[RFC5109],text
uri-list,text/uri-list,[RFC2483],text
vcard,text/vcard,[RFC6350],text
vnd.a,text/vnd.a,[Regis_Dehoux],text
vnd.abc,text/vnd.abc,[Steve_Allen],text
vnd.ascii-art,text/vnd.ascii-art,[Kim_Scarborough],text
vnd.curl,text/vnd.curl,[Robert_Byrnes],text
vnd.debian.copyright,text/vnd.debian.copyright,[Charles_Plessy],text
vnd.DMClientScript,text/vnd.DMClientScript,[Dan_Bradley],text
vnd.dvb.subtitle,text/vnd.dvb.subtitle,[Peter_Siebert][Michael_Lagally],text
vnd.esmertec.theme-descriptor,text/vnd.esmertec.theme-descriptor,[Stefan_Eilemann],text
vnd.ficlab.flt,text/vnd.ficlab.flt,[Steve_Gilberd],text
vnd.fly,text/vnd.fly,[John-Mark_Gurney],text
vnd.fmi.flexstor,text/vnd.fmi.flexstor,[Kari_E._Hurtta],text
vnd.gml,text/vnd.gml,[Mi_Tar],text
vnd.graphviz,text/vnd.graphviz,[John_Ellson],text
vnd.hans,text/vnd.hans,[Hill_Hanxv],text
vnd.hgl,text/vnd.hgl,[Heungsub_Lee],text
vnd.in3d.3dml,text/vnd.in3d.3dml,[Michael_Powers],text
vnd.in3d.spot,text/vnd.in3d.spot,[Michael_Powers],text
vnd.IPTC.NewsML,text/vnd.IPTC.NewsML,[IPTC],text
vnd.IPTC.NITF,text/vnd.IPTC.NITF,[IPTC],text
vnd.latex-z,text/vnd.latex-z,[Mikusiak_Lubos],text
vnd.motorola.reflex,text/vnd.motorola.reflex,[Mark_Patton],text
vnd.ms-mediapackage,text/vnd.ms-mediapackage,[Jan_Nelson],text
vnd.net2phone.commcenter.command,text/vnd.net2phone.commcenter.command,[Feiyu_Xie],text
vnd.radisys.msml-basic-layout,text/vnd.radisys.msml-basic-layout,[RFC5707],text
vnd.senx.warpscript,text/vnd.senx.warpscript,[Pierre_Papin],text
vnd.sun.j2me.app-descriptor,text/vnd.sun.j2me.app-descriptor,[Gary_Adams],text
vnd.sosi,text/vnd.sosi,[Petter_Reinholdtsen],text
vnd.trolltech.linguist,text/vnd.trolltech.linguist,[David_Lee_Lambert],text
vnd.wap.si,text/vnd.wap.si,[WAP-Forum],text
vnd.wap.sl,text/vnd.wap.sl,[WAP-Forum],text
vnd.wap.wml,text/vnd.wap.wml,[Peter_Stark],text
vnd.wap.wmlscript,text/vnd.wap.wmlscript,[Peter_Stark],text
vtt,text/vtt,[W3C][Silvia_Pfeiffer],text
xml,text/xml,[RFC7303],text
